"","cue","coverage","H","unknown","xR2","xR3","N"
"7591","overrated",60.8208955223881,4.91101186861648,0,9,14,300
"7592","overseas",91.7525773195876,4.16969824904383,0,2,5,300
"7593","oversee",86.8794326241135,4.16827313006737,0,4,10,300
"7594","overtake",89.5104895104895,4.24267932818143,1,1,9,300
"7595","overthrow",82.824427480916,4.34646890245504,5,6,11,300
"7596","overview",86.4,4.35238844197998,3,14,13,300
"7597","overweight",93.4707903780069,3.18861520343636,1,0,6,300
"7598","overwhelm",85.15625,4.63485640359578,3,10,15,300
"7599","overwhelmed",75.5474452554745,4.56653725523268,0,9,8,300
"7600","overwhelming",81.549815498155,4.86687428680398,4,6,5,300
"7601","overworked",77.1217712177122,3.8466779435687,0,10,9,300
"7602","ow",92.2131147540984,3.40590636693797,11,8,7,300
"7603","owe",92.6573426573427,3.49430850427793,2,1,6,300
"7604","owl",91.4089347079038,3.42306966743188,0,3,3,300
"7605","own",93.4027777777778,3.74509290835922,0,3,6,300
"7606","owner",90.8771929824562,4.14542282610639,2,1,7,300
"7607","ownership",89.8876404494382,4.14706857144366,3,5,14,300
"7608","ox",93.5483870967742,4.0302751431827,3,3,6,300
"7609","oxen",86.0377358490566,4.09683140299346,8,5,1,300
"7610","oxide",82.6771653543307,3.50237425236889,5,10,11,300
"7611","oxygen",93.8144329896907,3.34832054271446,0,1,7,300
"7612","oyster",95.1048951048951,3.78992873914494,3,1,3,300
"7613","oz",83.8235294117647,3.44871540474982,3,6,7,300
"7614","ozone",91.4285714285714,3.66934391798071,3,2,7,300
"7615","p",88.5496183206107,4.05485657888046,8,3,8,300
"7616","pace",92.7335640138408,3.89836552591664,1,1,6,300
"7617","pacific",90.9433962264151,3.22920330745169,1,10,12,300
"7618","pack",90.2027027027027,3.9191872585018,0,0,4,300
"7619","package",90.0709219858156,3.8504194314635,3,1,7,300
"7620","packaging",87.8048780487805,4.15618439087013,2,2,3,300
"7621","packet",91.9413919413919,4.41523158076892,1,5,14,300
"7622","pact",91.9117647058823,3.72351468667317,4,3,10,300
"7623","pad",90.5594405594406,4.39956734058367,2,0,8,300
"7624","padded",85.8208955223881,4.23893842680763,3,5,13,300
"7625","padding",84.3636363636364,4.54186505221136,3,4,8,300
"7626","paddle",90.7216494845361,3.37738326768652,1,2,2,300
"7627","paddock",89.1566265060241,3.84092401333776,15,1,4,300
"7628","paddy",88.6075949367088,3.75467973305912,9,8,20,300
"7629","paella",85.4251012145749,3.22920335346697,13,5,4,300
"7630","pagan",71.9844357976654,4.4777967143671,5,9,10,300
"7631","page",83.9160839160839,3.67142127199781,1,1,9,300
"7632","pageant",87.6760563380282,4.3624057975376,2,2,6,300
"7633","pages",84.3971631205674,3.802079526943,0,6,6,300
"7634","paid",89.1156462585034,4.01333972440887,0,1,4,300
"7635","pail",93.6651583710407,3.17798590153382,17,10,8,300
"7636","pain",91.0344827586207,4.37191166097628,2,0,4,300
"7637","painful",93.448275862069,4.33935722147812,0,0,10,300
"7638","painkiller",76.9503546099291,4.18564082395592,1,2,11,300
"7639","pains",80.1470588235294,4.39312183998209,0,10,8,300
"7640","paint",90.3448275862069,3.9259651291139,1,3,1,300
"7641","paintbrush",86.0544217687075,3.98488854380454,0,1,4,300
"7642","painter",85.663082437276,3.88097399276832,0,8,5,300
"7643","painting",88.3802816901408,3.94531573480364,2,2,6,300
"7644","paintings",82.4742268041237,3.84703090154199,0,1,7,300
"7645","pair",90.1023890784983,3.47192055913607,0,1,5,300
"7646","paisley",79.1304347826087,4.30343617944876,19,4,5,300
"7647","pajamas",85.5595667870036,3.78195084795841,5,1,6,300
"7648","pal",90.7473309608541,3.09886546670899,2,3,7,300
"7649","palace",85.0694444444444,4.06414470916106,1,3,3,300
"7650","palatable",89.272030651341,3.57528117133272,6,4,13,300
"7651","pale",86.3481228668942,3.8981783509499,0,1,5,300
"7652","palindrome",74.1525423728814,4.3636836305748,15,5,9,300
"7653","palm",94.4444444444444,2.9853812737691,1,1,7,300
"7654","palm tree",89.3992932862191,3.85046808782026,1,5,4,300
"7655","palm trees",87.1186440677966,3.89669747811359,0,2,1,300
"7656","pamphlet",64.15770609319,3.96727449262794,1,3,12,300
"7657","pan",85.8108108108108,4.23798121543096,0,1,2,300
"7658","Panama",86.9230769230769,3.22890680574511,5,7,11,300
"7659","pancake",93.4931506849315,3.89345601410661,0,2,4,300
"7660","pancakes",88.7372013651877,3.805419634037,1,1,2,300
"7661","panda",94.1780821917808,3.02044060087543,0,2,4,300
"7662","pane",94.8616600790514,2.85159042487842,6,7,15,300
"7663","panel",88.8111888111888,4.24071445444355,2,1,6,300
"7664","panic",89.7610921501707,4.08033067665881,0,2,3,300
"7665","panorama",87.1527777777778,3.72659767377079,2,0,6,300
"7666","pant",89.2592592592593,3.91411567027384,6,2,8,300
"7667","panther",92.2558922558923,3.44555259861811,0,0,3,300
"7668","panties",86.013986013986,4.17471891028105,2,1,6,300
"7669","pantry",88.2758620689655,3.56658453625473,1,2,3,300
"7670","pants",88.8888888888889,4.39451793977233,1,2,5,300
"7671","panty",89.3700787401575,3.98993778724881,7,7,11,300
"7672","pantyhose",87.4015748031496,4.19677991403943,7,9,7,300
"7673","papa",89.7435897435898,3.67261774737917,4,2,11,300
"7674","papaya",91.7241379310345,3.5088477455191,1,2,3,300
"7675","paper",91.2162162162162,4.15303723917019,0,1,2,300
"7676","paper clip",91.0714285714286,4.02973697996477,2,4,6,300
"7677","papers",85.6164383561644,4.61800673220187,1,1,3,300
"7678","paper towel",91.8439716312057,4.02466980245923,3,2,5,300
"7679","paperwork",86.5248226950355,4.46263757610867,1,2,11,300
"7680","paprika",86.1209964412811,3.31812712472265,3,2,6,300
"7681","papyrus",86.6412213740458,3.32491654758572,10,3,2,300
"7682","par",90,3.44098446938327,9,9,15,300
"7683","parachute",87.5,4.11295981447028,0,4,4,300
"7684","parade",79.9295774647887,4.48122157771585,1,5,3,300
"7685","paradise",90.2027027027027,3.96057257838439,0,1,2,300
"7686","paragraph",90.7849829351536,3.95824080886834,0,1,5,300
"7687","parakeet",93.4545454545455,3.42543571955026,4,4,5,300
"7688","parallel",82.5783972125435,4.0700656294806,0,0,13,300
"7689","parameter",83.7209302325581,4.54377555646744,3,12,9,300
"7690","paranoia",83.9857651245552,4.27500162522965,0,6,7,300
"7691","paranoid",77.3049645390071,4.37989817012857,0,4,10,300
"7692","paranormal",78.6941580756014,4.21386275353726,0,3,3,300
"7693","parasite",82.4175824175824,4.27425364559786,0,9,9,300
"7694","parasol",87.7697841726619,3.64191348214385,4,3,4,300
"7695","parcel",91.5129151291513,3.5472738814207,5,4,6,300
"7696","parched",94.4250871080139,2.78145994455991,2,1,5,300
"7697","parchment",93.5251798561151,3.5676299293933,7,0,1,300
"7698","pardon",88.1481481481482,3.81209051319497,2,8,8,300
"7699","parent",95.9183673469388,3.41098313387632,0,0,6,300
"7700","parenthood",91.4965986394558,3.88321482478248,1,1,1,300
"7701","parenting",92.1428571428571,4.43700981410403,0,7,6,300
"7702","parents",91.0034602076124,3.92929133796127,1,2,4,300
"7703","pariah",75.6637168141593,4.4551338495333,16,10,6,300
"7704","Paris",70.6896551724138,3.73097463265009,1,2,3,300
"7705","parish",89.922480620155,3.50660725724187,6,8,8,300
"7706","park",91.864406779661,3.94279207279312,0,1,3,300
"7707","parka",85.6617647058823,3.53571693596546,6,2,6,300
"7708","parking",92.9577464788732,3.5821381267983,2,2,6,300
"7709","parking ticket",87.956204379562,4.02198933001248,0,8,10,300
"7710","parkway",86.5217391304348,3.76902192682152,17,5,9,300
"7711","parliament",83.1541218637993,4.1885485838652,3,3,6,300
"7712","parlor",75,4.66719297497424,5,4,9,300
"7713","Parmesan",91.0394265232975,2.88117289518738,1,5,8,300
"7714","parrot",91.156462585034,3.59052485413447,1,0,3,300
"7715","parsley",90.625,3.67929517995706,0,5,2,300
"7716","parsnip",88.8446215139442,3.76510968896599,12,4,5,300
"7717","part",93.5374149659864,3.98834455830721,1,0,3,300
"7718","partial",87.5457875457875,4.41199119052964,3,4,10,300
"7719","partially",73.2793522267206,3.95165025859032,3,14,16,300
"7720","participant",91.5750915750916,4.39282457687345,2,5,11,300
"7721","participate",94.2857142857143,4.22072534851399,0,5,10,300
"7722","participation",88.6925795053003,4.62427174879925,1,1,12,300
"7723","particle",90.3780068728522,3.87448455006292,1,2,2,300
"7724","particular",86.8421052631579,4.1505139187522,1,5,21,300
"7725","parties",82.3321554770318,4.19012293113125,0,5,7,300
"7726","partition",85.2140077821012,4.14008255543009,6,5,15,300
"7727","partner",94.7735191637631,3.93710749527778,2,1,5,300
"7728","partnership",92.7586206896552,4.33034150305195,0,1,8,300
"7729","part of",84.7583643122677,4.43361843614671,1,7,14,300
"7730","partridge",71.1382113821138,3.16793588015364,14,3,6,300
"7731","parts",89.198606271777,4.05500905846978,0,5,3,300
"7732","party",87.5838926174497,4.33922608620809,0,1,0,300
"7733","pass",88.2154882154882,4.56046006041341,0,0,3,300
"7734","passage",88.5813148788927,4.43434096856663,0,2,7,300
"7735","passenger",92.7083333333333,3.94438915259167,0,2,8,300
"7736","passing",85.4166666666667,4.59320065692139,1,2,5,300
"7737","passion",94.4827586206897,3.78131968788496,0,2,6,300
"7738","passionate",90.1360544217687,4.23539090128869,0,0,6,300
"7739","passive",89.1791044776119,4.06726772457803,3,7,9,300
"7740","pass out",90.9407665505226,3.82025930296611,2,3,1,300
"7741","passover",81.021897810219,4.10266654642844,0,9,8,300
"7742","passport",92.5170068027211,3.87489654458182,1,1,1,300
"7743","password",89.3992932862191,4.28035610511929,1,4,6,300
"7744","past",90.4436860068259,3.72435725148582,0,0,7,300
"7745","pasta",84.1750841750842,3.72472945898858,0,0,3,300
"7746","paste",92.6829268292683,3.63168066689817,1,2,6,300
"7747","pastor",90.4593639575972,4.03776596148658,3,1,6,300
"7748","pastoral",91.0112359550562,4.24814411640765,8,3,3,300
"7749","pastry",90.1754385964912,4.01582240131499,3,0,6,300
"7750","pasture",85.5595667870036,3.38625136570382,7,0,2,300
"7751","pasty",80.2973977695167,4.09428021087885,6,2,9,300
"7752","pat",92.9368029739777,4.02001503976559,5,3,10,300
"7753","patch",90.3780068728522,4.46515439976312,0,1,7,300
"7754","patella",82.0224719101124,3.32777803006703,28,15,8,300
"7755","patent",90.4255319148936,4.21382998127522,3,2,5,300
"7756","paternal",94.4444444444444,3.78091744123939,3,0,3,300
"7757","path",95.9183673469388,3.92321710416744,0,1,4,300
"7758","pathetic",88.3636363636364,4.16173376145393,4,3,7,300
"7759","pathology",81.8181818181818,4.45044892643928,4,7,10,300
"7760","pathway",88.7323943661972,4.47426383860563,3,1,5,300
"7761","patience",91.2408759124088,4.16958446052047,1,5,13,300
"7762","patient",92.1985815602837,3.73741464900746,2,3,6,300
"7763","patio",89.568345323741,4.28739643829451,6,1,2,300
"7764","patriarchy",78.9667896678967,4.38357027647195,1,10,6,300
"7765","patriot",87.7622377622378,4.30230648370363,0,3,8,300
"7766","patriotic",86.551724137931,4.18867272344819,1,1,5,300
"7767","patriotism",86.013986013986,4.2853870404939,2,1,6,300
"7768","patrol",91.3194444444444,4.04089350269324,1,3,3,300
"7769","patron",89.4927536231884,4.1450753839451,3,3,9,300
"7770","patsy",70,4.44509445824945,27,14,11,300
"7771","pattern",86.7383512544803,4.88213959761697,3,3,6,300
"7772","patterned",75.2727272727273,4.78851684173053,1,6,10,300
"7773","patty",86.7704280155642,3.90667692729255,7,7,8,300
"7774","pause",92.6829268292683,3.77571922931192,2,1,5,300
"7775","pavement",93.1654676258993,3.87694073824398,2,5,6,300
"7776","paw",94.1176470588235,3.48393621281276,5,3,7,300
"7777","pawn",93.006993006993,3.63634487731694,2,2,4,300
"7778","paws",89.3470790378007,3.63775092190635,2,0,3,300
"7779","pay",92.4657534246575,4.12941273082187,0,2,4,300
"7780","payback",88.9705882352941,3.82132499987766,1,6,13,300
"7781","paycheck",94.19795221843,3.6932431386198,0,1,5,300
"7782","payday",90.2439024390244,3.70845237306471,1,1,8,300
"7783","payment",94.7183098591549,3.83170583221914,2,2,6,300
"7784","payola",77.6978417266187,4.01257397042509,52,0,5,300
"7785","PC",73.3333333333333,3.7063579923224,2,7,10,300
"7786","pea",95.8477508650519,3.26055277141541,1,1,6,300
"7787","peace",89.1228070175439,4.05200540695899,1,2,8,300
"7788","peaceful",90.4109589041096,4.18582257628668,0,2,4,300
"7789","peach",91.1864406779661,3.71577553518708,0,1,3,300
"7790","peaches",82.4137931034483,3.83851728126583,1,2,3,300
"7791","peacock",86.5979381443299,3.62683910290235,1,1,4,300
"7792","peak",93.1506849315068,3.51891966531086,1,0,5,300
"7793","peanut",90.4761904761905,3.7561333254411,0,1,4,300
"7794","peanut butter",94.19795221843,3.67848798897429,1,1,2,300
"7795","peanuts",78.3783783783784,4.4588265130196,0,0,4,300
"7796","pear",95.5479452054795,3.37782250852237,1,1,3,300
"7797","pearl",95.3020134228188,3.83447568775067,0,0,2,300
"7798","pearls",83.6879432624114,3.95879231178202,1,6,3,300
"7799","peas",91.0958904109589,3.47363248455449,1,2,1,300
"7800","peasant",81.2720848056537,4.2543395526815,0,4,9,300
"7801","peasy",89.6373056994819,3.29481969241407,27,10,6,300
"7802","peat",89.6265560165975,3.4536928985399,17,1,6,300
"7803","pebble",90.8771929824562,3.39514825779852,2,1,7,300
"7804","pebbles",88.2352941176471,3.29295604212019,1,7,11,300
"7805","pecan",91.82156133829,3.28047686811769,4,7,5,300
"7806","peculiar",95.3736654804271,3.23950152521164,4,1,5,300
"7807","pedal",92.3076923076923,3.48652656082538,1,4,3,300
"7808","pedantic",76.6169154228856,4.72893335488759,21,13,10,300
"7809","pedestal",81.992337164751,4.61831638757966,3,12,6,300
"7810","pedestrian",94.6308724832215,3.63366862393591,0,0,2,300
"7811","pedophile",84.2857142857143,4.39364076616056,0,7,6,300
"7812","pee",90.4929577464789,3.91464160709922,1,3,7,300
"7813","peek",86.6920152091255,3.72449067550747,5,6,10,300
"7814","peel",94.3661971830986,3.36478754163827,1,3,7,300
"7815","peeler",95.1219512195122,3.48961183136395,7,10,13,300
"7816","peep",88.1679389312977,3.98350130243242,3,10,9,300
"7817","peer",88.6524822695035,3.85863837397274,3,1,7,300
"7818","peg",86.3157894736842,4.23765343445708,2,2,5,300
"7819","pelican",93.8775510204082,3.49088539017693,0,0,6,300
"7820","pelt",93.5114503816794,3.56154883230036,6,6,8,300
"7821","pelvis",88.4615384615385,3.64297443199009,1,3,5,300
"7822","pen",93.2659932659933,3.18716341898738,0,1,1,300
"7823","penalty",91.2727272727273,4.22695654919879,3,2,12,300
"7824","penance",81.7391304347826,4.12366074175159,15,6,13,300
"7825","pence",85.7740585774059,3.8004789318721,8,12,13,300
"7826","pencil",91.9191919191919,3.54141946830141,0,1,1,300
"7827","pending",79.1208791208791,4.3590698838511,3,4,10,300
"7828","pendulum",86.7383512544803,3.47333094930505,3,2,8,300
"7829","penetrate",86.0294117647059,3.90363034816569,1,8,9,300
"7830","penetration",87.0722433460076,4.05053605575027,5,7,8,300
"7831","penguin",84.1216216216216,3.76238254718281,1,0,1,300
"7832","peninsula",78.2608695652174,4.06165380081645,2,14,13,300
"7833","penis",89.7435897435898,3.81654788247279,3,5,8,300
"7834","pennies",82.5938566552901,3.85795171884123,1,1,2,300
"7835","penniless",89.8496240601504,3.21795923351506,2,10,8,300
"7836","penny",88.0952380952381,3.68600090265379,2,0,0,300
"7837","pension",90.6574394463668,3.93670774489349,0,3,5,300
"7838","pensioner",84.7736625514403,3.75177359694418,9,8,14,300
"7839","pensive",84.6153846153846,3.94939306200009,13,10,7,300
"7840","pentecostal",84.6491228070175,3.87757611736075,17,7,7,300
"7841","people",83.2764505119454,4.53928418358268,0,1,5,300
"7842","pep",88.4920634920635,3.77702344228013,8,6,12,300
"7843","pepper",96.9178082191781,3.41768491637334,1,1,3,300
"7844","peppermint",93.6241610738255,3.95348198265451,0,0,2,300
"7845","pepperoni",92.4137931034483,2.96974185537258,1,1,5,300
"7846","peppery",89.4736842105263,3.90549986643415,2,6,16,300
"7847","peppy",84.9765258215963,4.16465802623677,23,6,6,300
"7848","Pepsi",89.2857142857143,3.11941271362033,2,4,6,300
"7849","per",71.9101123595506,4.0819083052616,3,5,14,300
"7850","perceive",96.0573476702509,3.90615965578987,1,4,10,300
"7851","percent",80.0711743772242,4.49575730591203,0,6,7,300
"7852","percentage",88,4.3855193881796,2,5,9,300
"7853","perception",90.0355871886121,4.5170685405681,2,1,11,300
"7854","perch",93.6507936507936,3.44162221366058,11,4,7,300
"7855","percolator",90.1287553648069,3.7639903568087,17,6,4,300
"7856","percussion",92.7083333333333,3.53841720100534,3,0,3,300
"7857","perfect",81.8505338078292,4.7204206484851,2,3,7,300
"7858","perfection",84.8148148148148,4.88917523176388,2,8,8,300
"7859","perfectionist",77.9783393501805,4.92658577724371,5,1,6,300
"7860","perform",94.5392491467577,4.16129244542164,1,0,4,300
"7861","performance",92.7272727272727,4.47459721369188,4,4,5,300
"7862","performer",90.8759124087591,3.50848979422673,0,7,12,300
"7863","perfume",94.1580756013746,3.94123545134597,0,0,9,300
"7864","perhaps",84.7014925373134,3.33323824744949,1,6,17,300
"7865","peril",90.8088235294118,3.74104116529667,5,3,7,300
"7866","perimeter",94.1176470588235,3.99193966023609,0,3,5,300
"7867","period",88.3561643835616,3.83187141471733,0,2,4,300
"7868","periodic",86.0627177700349,3.8726336762173,0,3,7,300
"7869","periods",78.0487804878049,4.18426173940349,1,2,6,300
"7870","periscope",89.5752895752896,3.66915504465208,8,7,3,300
"7871","perish",89.7727272727273,3.78267786682651,4,7,10,300
"7872","perjury",95.1310861423221,3.62266511000264,7,5,2,300
"7873","perk",90.9747292418773,4.01303047697259,5,2,4,300
"7874","perky",92.0962199312715,4.17005344748891,2,0,3,300
"7875","permanent",86.4583333333333,4.01880301332299,0,2,8,300
"7876","permission",91.5441176470588,4.36617803684917,3,4,11,300
"7877","permissive",76.734693877551,4.38346398232408,6,10,17,300
"7878","permit",92.5266903914591,3.70199829065457,0,5,9,300
"7879","permitted",88.8446215139442,3.50006262679191,0,17,15,300
"7880","peroxide",89.7887323943662,3.72743934713775,3,0,7,300
"7881","perpendicular",87.3239436619718,3.80959151545787,2,4,2,300
"7882","perpetual",87.1698113207547,3.86167452892478,8,2,7,300
"7883","perplexed",74.5967741935484,3.67513541049303,1,16,17,300
"7884","perseverance",76.0956175298805,4.51098824454489,6,13,5,300
"7885","persevere",84.981684981685,4.73201809166834,4,3,9,300
"7886","persist",85.1449275362319,4.60756699364864,3,3,9,300
"7887","persistence",76.6666666666667,4.62625030045503,2,6,12,300
"7888","persistent",77.9359430604982,4.74628276318004,2,3,7,300
"7889","person",92.5795053003534,4.01325753160611,2,2,7,300
"7890","persona",81.4671814671815,4.28326065406714,5,8,10,300
"7891","personal",93.7728937728938,4.17035773062515,4,5,5,300
"7892","personality",89.8245614035088,4.72885020744733,0,3,9,300
"7893","personnel",81.6176470588235,4.160004101913,3,3,13,300
"7894","perspective",91.6376306620209,4.23232350780782,1,2,6,300
"7895","perspiration",92,3.3310938364901,3,5,6,300
"7896","perspire",95.2380952380952,3.2894597361459,4,5,5,300
"7897","persuade",85.2713178294574,4.29948681517738,9,4,7,300
"7898","persuasive",81.0909090909091,4.75264308264479,2,5,9,300
"7899","pertinent",87.5621890547264,3.70348845898281,18,18,9,300
"7900","Peru",68.5121107266436,4.10108238675528,0,4,3,300
"7901","perverse",88.8888888888889,4.54236464729781,3,9,12,300
"7902","pervert",82.6714801444043,4.54933770455327,0,4,15,300
"7903","perverted",83.4532374100719,4.53501464356351,1,4,11,300
"7904","pesky",90.4580152671756,3.77458715243076,5,5,13,300
"7905","pessimism",80.2238805970149,4.05994099628125,1,10,9,300
"7906","pessimist",84.3205574912892,3.98907127267077,0,3,7,300
"7907","pessimistic",89.4927536231884,4.00606258519986,3,5,5,300
"7908","pest",90.1060070671378,4.04979700573459,2,3,5,300
"7909","pester",92.4812030075188,3.4596203688487,6,4,8,300
"7910","pesto",89.2857142857143,3.12850440036048,3,4,3,300
"7911","pet",94.5578231292517,3.43416164232039,1,1,1,300
"7912","petal",95.4545454545455,3.20146854682646,0,4,6,300
"7913","petals",89.4160583941606,3.73573464208392,3,7,3,300
"7914","petite",92.6315789473684,3.23352605836794,2,3,3,300
"7915","petrified",86.0215053763441,3.54638833726083,2,4,7,300
"7916","petrol",94.5392491467577,3.2254680642463,0,2,3,300
"7917","petroleum",89.5622895622896,3.37553591041144,0,0,3,300
"7918","pets",89.8989898989899,3.60822513691834,0,0,3,300
"7919","petty",85.8695652173913,4.22609502422394,5,2,5,300
"7920","pew",85.6573705179283,3.74651069705754,11,3,10,300
"7921","phantom",90.8127208480565,3.40892301646679,3,1,6,300
"7922","pharaoh",84.3636363636364,3.2749141932248,7,1,2,300
"7923","pharmacist",85.7142857142857,3.68929743318262,0,0,6,300
"7924","pharmacy",86.734693877551,3.52815487093795,0,1,4,300
"7925","phase",91.6967509025271,4.36684692875896,4,1,9,300
"7926","PhD",90.9747292418773,3.69490537573819,2,6,5,300
"7927","pheasant",90.0355871886121,3.98016650719827,5,0,4,300
"7928","phenomenon",81.3432835820896,4.63267702849669,2,6,14,300
"7929","philanthropy",86.0377358490566,4.18440992187684,8,3,5,300
"7930","philosopher",77.6223776223776,4.37403582352105,2,1,6,300
"7931","philosophy",79.3594306049822,4.69730854320631,1,5,6,300
"7932","phlegm",90.8745247148289,3.69130809622665,4,9,7,300
"7933","phobia",90.9407665505226,3.43729275220769,0,3,7,300
"7934","Phoenix",92.2794117647059,3.66113037606287,2,10,2,300
"7935","phone",92.4398625429553,3.84872817733824,0,2,5,300
"7936","phony",90.3345724907063,3.83232795380627,5,5,6,300
"7937","photo",90.5594405594406,3.72788924527099,0,3,8,300
"7938","photocopier",83.0827067669173,3.74587595097371,0,11,12,300
"7939","photocopy",87.6288659793814,3.78244591920499,0,2,5,300
"7940","photograph",91.5540540540541,3.69775468868269,0,0,4,300
"7941","photographer",88.4353741496599,4.16801028787319,1,1,1,300
"7942","photography",89.2733564013841,3.94365827497344,3,0,2,300
"7943","photos",88.1118881118881,3.97877638459961,1,4,3,300
"7944","Photoshop",83.1034482758621,4.39552888753727,0,3,4,300
"7945","photosynthesis",88.2758620689655,3.23336819303483,3,0,1,300
"7946","phrase",91.6083916083916,3.96193999508169,1,2,7,300
"7947","physical",90.7216494845361,4.4870896222974,1,0,6,300
"7948","physically",83.9285714285714,4.31600741217549,2,2,10,300
"7949","physician",90.4436860068259,3.47073791637384,0,2,3,300
"7950","physicist",88.086642599278,4.05509403926802,3,5,4,300
"7951","physics",90.0343642611684,4.20218241735516,1,0,6,300
"7952","physiology",91.2408759124088,3.9989859912002,5,4,3,300
"7953","physiotherapist",88.9733840304182,4.43746145013914,9,3,4,300
"7954","physique",88.8888888888889,3.90916862017825,2,7,10,300
"7955","pi",80.4964539007092,3.93136613885544,2,3,6,300
"7956","pianist",83.2167832167832,4.03872543671797,1,2,7,300
"7957","piano",88.2352941176471,3.94897090034962,1,1,6,300
"7958","piccolo",86.2903225806452,3.59164088596461,6,10,14,300
"7959","pick",93.3566433566434,3.92391155533392,1,3,5,300
"7960","pickax",90.7630522088353,4.39624088769524,11,6,6,300
"7961","picket",94.9820788530466,3.07003490771023,3,2,8,300
"7962","pickle",88.3561643835616,4.02071254108164,2,1,0,300
"7963","pickles",87.0967741935484,4.04770773535297,3,4,4,300
"7964","pickup",95.8333333333333,3.4054859699542,2,0,6,300
"7965","pick up",85.8657243816254,4.38647968201788,2,1,9,300
"7966","picky",83.2089552238806,4.33252007840285,4,4,12,300
"7967","picnic",93.5810810810811,3.55324203528937,0,1,2,300
"7968","picture",96.2962962962963,3.65384187566846,0,1,1,300
"7969","pictures",84.5890410958904,4.08171484340627,0,1,6,300
"7970","picturesque",91.7910447761194,3.76603629620099,3,7,9,300
"7971","pie",94.6808510638298,3.89299609645265,2,2,8,300
"7972","piece",90,4.0384037140415,0,1,8,300
"7973","pieces",79.4326241134752,3.95686114073703,1,4,7,300
"7974","pier",88.4476534296029,3.81851440989303,6,1,3,300
"7975","pierce",86.8512110726644,4.35967428159848,1,0,8,300
"7976","pierced",85.2517985611511,3.86650074623778,2,4,8,300
"7977","piercing",92.4398625429553,3.95543959217296,0,2,5,300
"7978","piety",83.9195979899498,4.27450436701951,22,13,9,300
"7979","pig",93.2885906040269,3.95179947041477,0,0,2,300
"7980","pigeon",82.8767123287671,3.8745190553389,1,1,3,300
"7981","piggy",90.6354515050167,3.92565760572266,0,0,1,300
"7982","piglet",77.007299270073,3.85693427156915,1,6,11,300
"7983","pigment",89.419795221843,3.52363006552233,1,0,4,300
"7984","pigs",89.1525423728814,3.84232428419508,0,0,5,300
"7985","Pikachu",69.8275862068966,3.27310722340875,14,11,4,300
"7986","pike",87.6494023904382,4.23216796108787,9,7,8,300
"7987","Pilates",84.2490842490842,3.8328784088477,4,5,5,300
"7988","pile",89.8916967509025,4.36001378852423,2,3,11,300
"7989","piles",72.9411764705882,4.45066839204849,4,8,17,300
"7990","pilgrim",79.9319727891156,4.41486221403152,0,0,6,300
"7991","pilgrimage",74.2268041237113,4.09740343821326,1,2,2,300
"7992","pill",86.986301369863,4.2597844332889,1,2,1,300
"7993","pillage",79.7520661157025,3.6381762551847,13,7,5,300
"7994","pillar",90.4929577464789,4.00526557253466,2,1,8,300
"7995","pillow",96.875,3.20028724773794,1,3,3,300
"7996","pills",85.8620689655173,4.10286416777343,1,1,5,300
"7997","pilot",94.5945945945946,3.89533326873153,0,1,2,300
"7998","pimp",84.1726618705036,4.38577103270204,2,5,6,300
"7999","pimple",92.8327645051195,3.64993621846117,1,1,2,300
"8000","pimples",74.0875912408759,3.80658130527652,1,6,11,300
"8001","pin",88.1118881118881,4.45342363674557,2,2,4,300
"8002","pinball",88.5304659498208,3.48847010036174,2,4,7,300
"8003","pinch",93.4027777777778,4.19583790880604,2,1,4,300
"8004","pine",93.8983050847458,3.48530823580104,0,1,3,300
"8005","pineapple",90.9407665505226,3.89853262864794,3,2,0,300
"8006","ping",61.6279069767442,3.82997197283944,5,6,15,300
"8007","pink",93.7062937062937,4.27560964281391,0,4,6,300
"8008","pinky",86.0805860805861,3.36115236570964,0,8,11,300
"8009","pinnacle",92.8571428571429,3.40279389616672,7,3,7,300
"8010","pinpoint",88.9705882352941,4.32804183596266,4,2,12,300
"8011","pins",87.8136200716846,3.71839323582486,1,4,10,300
"8012","pint",92.8327645051195,3.55185479345879,2,0,1,300
"8013","pioneer",81.8815331010453,4.73753746577476,0,2,9,300
"8014","pious",90.8,4.14219441397805,12,3,8,300
"8015","pipe",91.1347517730496,3.94664735135545,1,2,11,300
"8016","pipes",84.192439862543,4.20238848431902,0,0,9,300
"8017","piracy",80.0675675675676,4.28911722022459,1,0,1,300
"8018","piranha",92.4398625429553,3.47609181995304,2,0,3,300
"8019","pirate",74.4027303754266,4.03014480071246,0,3,1,300
"8020","pirates",59.1549295774648,4.49592696922131,1,6,1,300
"8021","piss",90.9722222222222,3.874945181986,0,4,4,300
"8022","pissed",91.1660777385159,3.20263100447952,2,0,11,300
"8023","piss off",80.2325581395349,3.83873815629245,1,11,17,300
"8024","pistachio",94.4055944055944,2.82984711972473,0,1,12,300
"8025","pistol",92.6056338028169,3.68640535346027,1,2,9,300
"8026","piston",90.4382470119522,3.69777466840797,10,5,9,300
"8027","pit",93.2203389830508,4.04846558586474,0,0,5,300
"8028","pitch",94.5205479452055,4.08554572168486,2,0,2,300
"8029","pitcher",93.2862190812721,3.56793717198036,4,2,1,300
"8030","pitchfork",94.4029850746269,3.61680785747636,8,2,4,300
"8031","pitiful",85.9375,3.7162699512775,0,15,14,300
