"","cue","coverage","H","unknown","N"
"6168","lenses",90.9090909090909,1.70368541760826,1,100
"6169","Leo",80.8080808080808,2.469552689022,1,100
"6170","leopard",95,2.36839039247695,0,100
"6171","leotard",80.6451612903226,3.36366601439206,7,100
"6172","leotards",83.6734693877551,2.96839585528141,2,100
"6173","leper",80.8988764044944,3.34990587673106,11,100
"6174","leprechaun",91.7525773195876,2.67238737972474,3,100
"6175","lesbian",95,2.72750221384515,0,100
"6176","less",95,1.80797879304136,0,100
"6177","lessen",94.7916666666667,3.30144944075536,4,100
"6178","lesser",87.3684210526316,3.14073434165379,5,100
"6179","lesson",99,2.87988597751824,0,100
"6180","let",98,2.42564304492419,0,100
"6181","let down",92,2.86167339389923,0,100
"6182","let go",94,2.88959859936971,0,100
"6183","lethal",99,2.30209863097162,0,100
"6184","lethargic",94.9494949494949,2.16469743204964,1,100
"6185","lethargy",88.4210526315789,2.9445125286011,5,100
"6186","letter",98,3.20123289013949,0,100
"6187","letterbox",91.7525773195876,2.56147700765414,3,100
"6188","letters",86.734693877551,2.80665751470722,2,100
"6189","lettuce",96,2.58503444122734,0,100
"6190","leukemia",96,1.98178310731613,0,100
"6191","level",90,3.52235530762146,0,100
"6192","levels",67,3.67615000430949,0,100
"6193","lever",82.2916666666667,3.08719827663416,4,100
"6194","leverage",84.7826086956522,3.85372251688163,8,100
"6195","levers",55.3191489361702,3.29152822443589,6,100
"6196","levitate",93,2.85372512591554,0,100
"6197","lewd",79.0697674418605,3.51534650532365,14,100
"6198","liability",90.8163265306122,3.71289297546803,2,100
"6199","liable",80.2083333333333,2.99949680404643,4,100
"6200","liar",85.4166666666667,3.78211212923495,4,100
"6201","libel",93.6708860759494,3.20133969400732,21,100
"6202","liberal",92.8571428571429,3.62886804105676,2,100
"6203","liberty",97.9591836734694,1.56358005707183,2,100
"6204","libido",74.2268041237113,2.10590608165014,3,100
"6205","librarian",93,2.6506490246004,0,100
"6206","library",98,1.53096192131692,0,100
"6207","lice",95.9183673469388,3.11251852682972,2,100
"6208","license",85,2.95358093136793,0,100
"6209","lick",93.9393939393939,2.72679864500684,1,100
"6210","licorice",74.7474747474748,2.83190506368786,1,100
"6211","lid",98.9795918367347,2.67810670262254,2,100
"6212","lie",93,3.24248613439309,0,100
"6213","lies",81.6326530612245,3.7134046961051,2,100
"6214","lieutenant",93.8775510204082,2.71548766229703,2,100
"6215","life",95.8762886597938,3.44889078755867,3,100
"6216","lifeguard",88,3.30080869693872,0,100
"6217","life jacket",77,3.47963279458775,0,100
"6218","lifeless",94,1.24334173080733,0,100
"6219","lifestyle",90.9090909090909,3.5565295999064,1,100
"6220","lifetime",92.9292929292929,3.40190853072802,1,100
"6221","lift",96.969696969697,2.7534996657982,1,100
"6222","lifting",88.8888888888889,3.35276124489673,1,100
"6223","ligament",93.6170212765958,2.91782417750612,6,100
"6224","light",90,3.23898215504496,0,100
"6225","lighten",85,3.40906605459343,0,100
"6226","lightening",76.7676767676768,3.39319159143457,1,100
"6227","lighter",80,2.83828866055596,0,100
"6228","lightheaded",95.8333333333333,2.31515944001214,4,100
"6229","lighthouse",94,3.48433394746386,0,100
"6230","lighting",94,3.58777894311922,0,100
"6231","lightning",92,2.69494487526652,0,100
"6232","lights",81.8181818181818,3.60074320951961,1,100
"6233","light up",92,3.49468792062511,0,100
"6234","lightweight",80,3.30650292751002,0,100
"6235","light year",89.7959183673469,2.85198874561837,2,100
"6236","like",96.969696969697,3.14372929982263,1,100
"6237","likelihood",92.7083333333333,2.86339594117443,4,100
"6238","likely",97,3.17046586970081,0,100
"6239","likeness",93.9393939393939,2.74220228203067,1,100
"6240","liking",82.8282828282828,3.91827889074185,1,100
"6241","lilac",97.8947368421053,2.19490916078726,5,100
"6242","lily",88.5416666666667,2.08303853981791,4,100
"6243","Lima",95.5056179775281,1.58917573409006,11,100
"6244","limb",90.8163265306122,2.16116469630496,2,100
"6245","limber",95.7446808510638,2.82891979406011,6,100
"6246","limbo",88.7755102040816,3.700925833311,2,100
"6247","lime",93,2.35369573643843,0,100
"6248","limestone",80.2083333333333,3.52849011338284,4,100
"6249","limit",84,3.55321915675207,0,100
"6250","limitation",88,3.7461379173561,0,100
"6251","limited",74.7474747474748,3.81014318105382,1,100
"6252","limitless",77.7777777777778,3.25609410517638,1,100
"6253","limits",74,3.66025448964342,0,100
"6254","limo",93.9393939393939,2.62190018643586,1,100
"6255","limousine",96.9387755102041,2.58974841212318,2,100
"6256","limp",82.8282828282828,3.62501317203569,1,100
"6257","Lincoln",70.4081632653061,1.82177262809581,2,100
"6258","line",91,3.41655805473713,0,100
"6259","lineage",95.7446808510638,2.52300953423185,6,100
"6260","linear",92.9292929292929,2.73728738506106,1,100
"6261","linen",93.8775510204082,2.8663492081603,2,100
"6262","liner",93.4782608695652,3.33065314657764,8,100
"6263","lines",83.5051546391753,3.85174301068401,3,100
"6264","line up",90.9090909090909,3.40581593026705,1,100
"6265","linger",84.6938775510204,2.58998565696913,2,100
"6266","lingerie",83.8383838383838,2.89253606661897,1,100
"6267","linguist",74.7474747474748,3.08835974002741,1,100
"6268","linguistic",88.8888888888889,2.50269230166687,1,100
"6269","linguistics",87.7551020408163,2.1692908225556,2,100
"6270","lining",92.7083333333333,3.45021094079553,4,100
"6271","link",94,2.53568700628279,0,100
"6272","linked",98,2.78285131332083,0,100
"6273","links",70.7070707070707,3.14367653929377,1,100
"6274","lint",95.7894736842105,2.96662908757229,5,100
"6275","Linux",70.7865168539326,2.77260101920326,11,100
"6276","lion",89.8989898989899,2.76580348694366,1,100
"6277","lions",58,3.19161961139415,0,100
"6278","lip",97,2.70391890981039,0,100
"6279","lipid",91.2087912087912,2.35848173531794,9,100
"6280","lips",95.959595959596,2.41788306446055,1,100
"6281","lipstick",93,2.89022304807921,0,100
"6282","liqueur",86.8686868686869,3.26307231162294,1,100
"6283","liquid",96,2.1959006248486,0,100
"6284","liquor",98.989898989899,2.85800731979028,1,100
"6285","lisp",77.7777777777778,3.42359249126679,10,100
"6286","list",84.8484848484848,3.80440207297283,1,100
"6287","listen",96,2.35741835604794,0,100
"6288","listening",95,2.71738664084655,0,100
"6289","listless",91.0112359550562,3.34683195809604,11,100
"6290","lit",89.5833333333333,2.89189948773449,4,100
"6291","liter",92.4731182795699,3.26473473216925,7,100
"6292","literary",90.9090909090909,3.07597313361536,1,100
"6293","literate",77.5510204081633,3.05118438346861,2,100
"6294","literature",95,2.29867125987471,0,100
"6295","lithe",84.6153846153846,3.32575664788988,22,100
"6296","litigation",90,2.55873750270407,10,100
"6297","litter",94.9494949494949,2.79655915452991,1,100
"6298","little",96.969696969697,2.34844634099581,1,100
"6299","live",93,3.33975133653744,0,100
"6300","lively",89,3.7263787563032,0,100
"6301","liver",86,3.54718470033227,0,100
"6302","lives",72.1649484536082,3.74351738928038,3,100
"6303","livestock",86,2.19150591179547,0,100
"6304","livid",96.9387755102041,1.76643237698081,2,100
"6305","living",91.9191919191919,3.06042752644025,1,100
"6306","living room",87,2.97292045398351,0,100
"6307","lizard",92,3.18041892232605,0,100
"6308","llama",71.2765957446808,3.28064324583944,6,100
"6309","load",93.9393939393939,3.29049618078366,1,100
"6310","loads",88,3.43464598301825,0,100
"6311","loaf",96,0.884154835077721,0,100
"6312","loan",96,2.63142362729293,0,100
"6313","loath",95.7894736842105,1.78469662055059,5,100
"6314","loathe",94.7368421052632,1.4106915297916,5,100
"6315","loathing",86.4583333333333,2.52616651647338,4,100
"6316","lobby",90,3.00614437120833,0,100
"6317","lobe",97.8723404255319,1.06390737204667,6,100
"6318","lobotomy",79.3814432989691,2.59262266806752,3,100
"6319","lobster",90.9090909090909,3.19309692158109,1,100
"6320","local",89.8989898989899,3.67796907618107,1,100
"6321","locale",92.6315789473684,2.69132736843278,5,100
"6322","locate",91.7525773195876,1.75985415015288,3,100
"6323","location",93,2.49827117686156,0,100
"6324","lock",95,2.32953307442018,0,100
"6325","locked",90,2.84001895981696,0,100
"6326","locker",95.959595959596,3.08304707013066,1,100
"6327","locomotive",94.9494949494949,1.29400158907188,1,100
"6328","lodge",86.734693877551,3.44658319240732,2,100
"6329","loft",100,3.09720378444209,5,100
"6330","lofty",93.5483870967742,2.6276070951176,7,100
"6331","log",91.8367346938776,3.15788213253201,2,100
"6332","logic",90.8163265306122,3.48483115176681,2,100
"6333","logical",93,3.80509866225084,0,100
"6334","logistics",94.9494949494949,3.67948817236649,1,100
"6335","logo",87,3.39354766093383,0,100
"6336","logs",86.8686868686869,2.97123559037632,1,100
"6337","lol",62.6262626262626,2.7283948667349,1,100
"6338","lollipop",96.969696969697,2.56072527666765,1,100
"6339","London",91,2.5736528512296,0,100
"6340","lone",96.9072164948454,2.7960857659927,3,100
"6341","loneliness",92,2.80170037240702,0,100
"6342","lonely",93.8775510204082,2.67521618607641,2,100
"6343","loner",90.9090909090909,3.54155250575405,1,100
"6344","lonesome",96.969696969697,2.57650175784117,1,100
"6345","long",94,2.89554605840445,0,100
"6346","longer",93.9393939393939,3.22429505711302,1,100
"6347","longevity",79.7872340425532,3.21858182521683,6,100
"6348","long hair",73.469387755102,3.7182128343842,2,100
"6349","longing",93.8144329896907,3.15910615223386,3,100
"6350","loo",93.8775510204082,1.84798586280409,2,100
"6351","look",97,2.12733164069549,0,100
"6352","look at",94.9494949494949,2.90339638772652,1,100
"6353","look for",95,2.39898107450398,0,100
"6354","looking",92.9292929292929,3.06779863997943,1,100
"6355","lookout",78.5714285714286,3.74292397394792,2,100
"6356","looks",74.7474747474748,3.24303641592888,1,100
"6357","look up",92,3.20396827911298,0,100
"6358","loom",89.3617021276596,3.20691451977028,6,100
"6359","looming",78.9473684210526,3.86894311856623,5,100
"6360","loony",89.5833333333333,2.44034993704702,4,100
"6361","loop",90,3.66675926650622,0,100
"6362","loopy",85.8695652173913,2.58327027261747,8,100
"6363","loose",96.875,3.63519127762197,4,100
"6364","loosen",93.8144329896907,3.16934942112302,3,100
"6365","loot",95.6043956043956,2.99029463302584,9,100
"6366","lord",86,2.8885675980308,0,100
"6367","Lord of the Rings",61,3.13776991789713,0,100
"6368","lore",92.1348314606742,2.76026861647393,11,100
"6369","lorry",98.7654320987654,2.36382273002422,19,100
"6370","Los Angeles",90.9090909090909,2.70429307974394,1,100
"6371","lose",96,3.10436147791618,0,100
"6372","loser",84.8484848484848,3.46280194445333,1,100
"6373","losing",96,3.51306150805553,0,100
"6374","loss",97.979797979798,3.41405973951235,1,100
"6375","lost",89.8989898989899,2.93625046773772,1,100
"6376","lot",89,3.67598997335596,0,100
"6377","lotion",95,3.37058401988673,0,100
"6378","lots",89.8989898989899,3.0575728829417,1,100
"6379","lottery",94,2.50493602558285,0,100
"6380","loud",94.8979591836735,3.1971177130681,2,100
"6381","loudly",76,3.68505148715061,0,100
"6382","loudspeaker",82.6530612244898,3.59623935370752,2,100
"6383","Louisiana",71.4285714285714,2.85650149731239,2,100
"6384","lounge",88.8888888888889,3.3465718041786,1,100
"6385","louse",87.6404494382023,3.43683166915035,11,100
"6386","lousy",88.8888888888889,3.52125154252833,1,100
"6387","lovable",86.734693877551,3.6059349940313,2,100
"6388","love",90,3.43299053296984,0,100
"6389","loved",78.5714285714286,3.9218901123044,2,100
"6390","lovely",97.979797979798,3.04705503604091,1,100
"6391","lover",92.8571428571429,3.29892907947273,2,100
"6392","lovers",84.6938775510204,3.75490076813206,2,100
"6393","loving",97.979797979798,2.90728290635796,1,100
"6394","low",94,2.76921608586949,0,100
"6395","lower",92.9292929292929,3.18302207180719,1,100
"6396","loyal",96.969696969697,2.83936711822658,1,100
"6397","loyalty",96,3.35634852488049,0,100
"6398","LSD",88,2.26106231916847,0,100
"6399","lube",94.6808510638298,2.46944056385091,6,100
"6400","lubricant",95,2.66174562177316,0,100
"6401","lubricate",91,2.58668456596939,0,100
"6402","lubrication",89,2.6733406527697,0,100
"6403","lucid",95.6521739130435,2.50257010950315,8,100
"6404","luck",96,2.67542328797172,0,100
"6405","lucky",91.8367346938776,3.7182128343842,2,100
"6406","lug",98.8888888888889,2.85339124031769,10,100
"6407","luggage",97.9591836734694,2.62684055117544,2,100
"6408","lukewarm",89.8989898989899,2.92755077945085,1,100
"6409","lumber",91.7525773195876,1.92001888818788,3,100
"6410","lumberjack",88,3.33229278330321,0,100
"6411","lump",94.8979591836735,2.82543804135421,2,100
"6412","lumps",91.7525773195876,2.63658377878648,3,100
"6413","lumpy",86.3157894736842,3.26556253257913,5,100
"6414","lunar",94.8979591836735,1.12532420862489,2,100
"6415","lunatic",92,2.0100415613635,0,100
"6416","lunch",93.9393939393939,2.98419659113339,1,100
"6417","lung",91,2.86445221198583,0,100
"6418","lungs",93.75,2.23979998077843,4,100
"6419","lure",93.8144329896907,3.02397769881477,3,100
"6420","luscious",95.6521739130435,3.42794866180084,8,100
"6421","lush",88.7755102040816,3.59464396591755,2,100
"6422","lust",97,2.41502396291434,0,100
"6423","luster",90.4761904761905,2.4709871934119,16,100
"6424","luxurious",85.7142857142857,3.69772540570396,2,100
"6425","luxury",90.9090909090909,3.56585239041963,1,100
"6426","lychee",94,2.80152197692978,50,100
"6427","lying",87.8787878787879,3.82282952691717,1,100
"6428","lymph",77.8947368421053,1.60161847416812,5,100
"6429","lynch",93.8144329896907,2.47638906308053,3,100
"6430","lyrical",89.8989898989899,2.86658152633944,1,100
"6431","lyrics",98,1.41706019159264,0,100
"6432","m",77.8947368421053,3.3283145497432,5,100
"6433","ma",73.9130434782609,2.26094089381111,8,100
"6434","Mac",82.8282828282828,2.74957976300367,1,100
"6435","macaroni",96,1.93439658434241,0,100
"6436","mace",78.7234042553192,3.34065921371474,6,100
"6437","machete",90,2.89042843314833,0,100
"6438","machine",92.9292929292929,3.70254271909672,1,100
"6439","machine gun",85,3.2717138821297,0,100
"6440","machinery",88,3.8080944686637,0,100
"6441","machines",73.7373737373737,3.76646093345418,1,100
"6442","macho",94,2.07914001314048,0,100
"6443","macro",92.9292929292929,2.54210306720118,1,100
"6444","mad",86,2.31745673451286,0,100
"6445","madam",80,3.31892740939908,0,100
"6446","madame",81,3.17314062777045,0,100
"6447","made",68.3673469387755,3.82587715734177,2,100
"6448","madly",75.2577319587629,2.80752414649905,3,100
"6449","madman",84.8484848484848,2.58590406890302,1,100
"6450","madness",90,2.89152392391741,0,100
"6451","Madonna",84,3.46762576940676,0,100
"6452","mafia",80.8080808080808,3.11775724339098,1,100
"6453","magazine",87.7551020408163,3.61468079746287,2,100
"6454","magazines",80,3.69788313446453,0,100
"6455","magenta",95,2.12096489110645,0,100
"6456","maggot",95.6521739130435,2.97921721928726,8,100
"6457","magic",86,3.77115803853301,0,100
"6458","magical",87.8787878787879,3.86459385768897,1,100
"6459","magician",81.8181818181818,3.30581036056437,1,100
"6460","magma",91.7525773195876,1.83157140510508,3,100
"6461","magnet",89,3.47936302770722,0,100
"6462","magnetic",81,3.83242237515019,0,100
"6463","magnificent",89,3.6104217766293,0,100
"6464","magnify",92.9292929292929,2.94378097272426,1,100
"6465","magnifying glass",83.8383838383838,3.7238165366786,1,100
"6466","magnitude",91.7525773195876,3.15328603310673,3,100
"6467","magpie",93.2584269662921,1.74066403920423,11,100
"6468","maid",91.8367346938776,3.48665304917727,2,100
"6469","maiden",90.9090909090909,3.41427052090764,1,100
"6470","mail",98,3.10243530408521,0,100
"6471","mailbox",92.9292929292929,2.92574598576283,1,100
"6472","mailman",91,2.84571374400201,0,100
"6473","maim",92.1348314606742,2.78694493085781,11,100
"6474","main",91.9191919191919,3.36193350095173,1,100
"6475","Maine",83.695652173913,2.65087494816663,8,100
"6476","mainstream",93,3.1725437675591,0,100
"6477","maintain",98.9690721649485,3.05260259086001,3,100
"6478","maintenance",75.5102040816327,3.64372024340535,2,100
"6479","maize",98.9247311827957,0.850330831047211,7,100
"6480","majestic",96,3.52602430902493,0,100
"6481","majesty",100,2.34239983610227,0,100
"6482","major",94,2.83786322106126,0,100
"6483","majority",93.8775510204082,2.82127395350029,2,100
"6484","make",99,3.2388425152608,0,100
"6485","make believe",92,2.59652336665,0,100
"6486","maker",93.75,3.25219494576376,4,100
"6487","makeup",92,3.58854306560911,0,100
"6488","make up",91,3.67740328003485,0,100
"6489","making",90.8163265306122,3.37038424477029,2,100
"6490","malaria",91,2.2822123047357,0,100
"6491","male",93.9393939393939,2.44858652762273,1,100
"6492","malevolent",93.5483870967742,2.31516379204997,7,100
"6493","malfunction",89,2.86456702568133,0,100
"6494","malice",80.4123711340206,3.07359093310486,3,100
"6495","malicious",91.8367346938776,2.3154393272681,2,100
"6496","mall",93.8775510204082,2.15260518732125,2,100
"6497","malleable",80.2197802197802,3.36125679545792,9,100
"6498","malt",96.9387755102041,2.76441395848768,2,100
"6499","mama",90.9090909090909,2.75786213936702,1,100
"6500","mammal",92,3.0020976872844,0,100
"6501","mammals",84,3.08100780862756,0,100
"6502","mammoth",90.8163265306122,3.01370018661414,2,100
"6503","man",95.959595959596,1.98812305261346,1,100
"6504","manage",84,3.66591550699096,0,100
"6505","management",90.9090909090909,3.59878195340285,1,100
"6506","manager",91.6666666666667,2.67626666729202,4,100
"6507","mandarin",97,1.53036598892986,0,100
"6508","mandate",88.5416666666667,3.34784952631333,4,100
"6509","mandatory",92.8571428571429,3.03962132364084,2,100
"6510","mane",97.9591836734694,1.56360136099371,2,100
"6511","maneuver",94.9494949494949,3.5700130699392,1,100
"6512","mango",93.9393939393939,2.45168239318351,1,100
"6513","Manhattan",93,2.51563861294973,0,100
"6514","mania",83.5051546391753,3.61400378399037,3,100
"6515","maniac",91.9191919191919,2.53882879097957,1,100
"6516","manic",90.625,2.89430511076709,4,100
"6517","manipulate",88.7755102040816,3.89864169786346,2,100
"6518","manipulation",81.4432989690722,4.15764697838284,3,100
"6519","manipulative",79,4.05308718691806,0,100
"6520","mankind",80.6122448979592,3.09304146392379,2,100
"6521","manly",90.9090909090909,3.35946547146776,1,100
"6522","man-made",81.8181818181818,3.45502190459771,1,100
"6523","manner",93.8775510204082,3.2328752177807,2,100
"6524","mannerism",85.2631578947368,3.52875438569942,5,100
"6525","manners",96,3.00349213716579,0,100
"6526","manor",94.8453608247423,2.4038052451698,3,100
"6527","mansion",93.9393939393939,2.42157380038363,1,100
"6528","manual",87,2.98953510644084,0,100
"6529","manufacture",95.9183673469388,2.46074957228487,2,100
"6530","manufacturer",96,3.10840525837626,0,100
"6531","manufacturing",98,3.4404203881085,0,100
"6532","manure",90.5263157894737,2.67097149592656,5,100
"6533","manuscript",93.9393939393939,3.26115555059473,1,100
"6534","many",99,2.78505272613513,0,100
"6535","map",92.8571428571429,3.52233984943926,2,100
"6536","maple",98.9795918367347,1.28158375632276,2,100
"6537","maple syrup",92.8571428571429,2.46234605393621,2,100
"6538","maps",82.8282828282828,3.26297091113219,1,100
"6539","marathon",91.9191919191919,2.19174606299113,1,100
"6540","marauder",80.2197802197802,3.61468425069968,9,100
"6541","marble",93.9393939393939,3.47506399760838,1,100
"6542","March",91,3.06521725005875,0,100
"6543","marching",90.9090909090909,2.07183636850302,1,100
"6544","Mardi Gras",82.2916666666667,2.86308043719654,4,100
"6545","mare",97.7272727272727,1.22877671694918,12,100
"6546","margarine",94,1.54723526800253,0,100
"6547","margin",93,2.9027392030975,0,100
"6548","marijuana",91,2.65816677033372,0,100
"6549","marine",93,3.37796120633493,0,100
"6550","marines",90,3.27713104922578,0,100
"6551","Mario",63,2.74493722062249,0,100
"6552","marital",87.6288659793814,3.38470296693497,3,100
"6553","mark",78,3.90728923793921,0,100
"6554","marker",88,3.35178360342836,0,100
"6555","market",91,3.50428161815665,0,100
"6556","marketing",82.8282828282828,3.69511138323131,1,100
"6557","marking",84,4.03835297796311,0,100
"6558","marks",82,3.427130183345,0,100
"6559","maroon",90.625,2.83697687209166,4,100
"6560","marriage",90.9090909090909,3.47788389906591,1,100
"6561","married",92,3.45704867257579,0,100
"6562","marrow",96.5909090909091,0.826502659712884,12,100
"6563","marry",95,3.09795313895236,0,100
"6564","Mars",97.979797979798,2.02282147412533,1,100
"6565","marsh",83.3333333333333,2.80926933412702,4,100
"6566","marshmallow",88,3.2267221023371,0,100
"6567","marsupial",91.3978494623656,2.43699770685943,7,100
"6568","martial",93.8775510204082,1.89393560392201,2,100
"6569","martial art",85.8585858585859,2.35721558600711,1,100
"6570","martini",97.979797979798,2.2942652658151,1,100
"6571","martyr",88.7755102040816,3.39345861377792,2,100
"6572","marvelous",91.9191919191919,3.0180642582124,1,100
"6573","Marx",41.6666666666667,2.49327741161137,4,100
"6574","Marxist",72.3404255319149,3.1037204518644,6,100
"6575","Mary",81.8181818181818,3.27691479333941,1,100
"6576","mascara",96.969696969697,2.56999187644171,1,100
"6577","masculine",98.989898989899,2.30696976266832,1,100
"6578","mash",95,2.20164845981304,0,100
"6579","mashed",94.9494949494949,1.39285085047706,1,100
"6580","mask",89,3.55078201334548,0,100
"6581","masked",76.2886597938144,3.29103869119339,3,100
"6582","mason",88.4210526315789,2.64601007996585,5,100
"6583","masonry",85.2631578947368,3.09187431970782,5,100
"6584","mass",89.8989898989899,3.52639570815555,1,100
"6585","massacre",86,2.99555177258314,0,100
"6586","massage",88.7755102040816,3.70107831058174,2,100
"6587","masses",78.125,3.20727790454692,4,100
"6588","massive",98,2.06936373891289,0,100
"6589","mast",94.7916666666667,2.39756057882199,4,100
"6590","master",89.8989898989899,3.85070415096622,1,100
"6591","mastery",88.7755102040816,4.02606770012349,2,100
"6592","masturbate",81.4432989690722,3.43377222696689,3,100
"6593","masturbation",73.6842105263158,3.28721252898205,5,100
"6594","mat",89.6907216494845,2.94832213821424,3,100
"6595","match",90,3.34851180812483,0,100
"6596","mate",94.8979591836735,3.28500844058774,2,100
"6597","material",94.9494949494949,3.32436953978702,1,100
"6598","materialism",85.7142857142857,3.65106411233721,2,100
"6599","materials",83,3.73298620813512,0,100
"6600","maternal",94.8453608247423,2.24043144804294,3,100
"6601","matey",87.0967741935484,2.81055755963824,7,100
"6602","math",93.8775510204082,3.56544122308372,2,100
"6603","mathematical",80.8080808080808,3.56881086487944,1,100
"6604","mathematics",90.8163265306122,3.5226358089978,2,100
"6605","maths",81.4432989690722,3.39308739215814,3,100
"6606","matrimony",92.7835051546392,2.17618188391041,3,100
"6607","matrix",78.3505154639175,3.28004529455173,3,100
"6608","matter",85,3.70876929136267,0,100
"6609","mattress",96,1.83108052251584,0,100
"6610","mature",90.9090909090909,2.69996316350012,1,100
"6611","maturity",91,3.09062434984037,0,100
"6612","max",67.0103092783505,3.03811930989317,3,100
"6613","maxim",82.7160493827161,3.48810870193496,19,100
"6614","maximum",95.959595959596,2.93870738915795,1,100
"6615","may",91,3.13697617247923,0,100
"6616","maybe",94.9494949494949,2.7352115259468,1,100
"6617","mayhem",92,3.00899229274918,0,100
"6618","mayo",89.5833333333333,3.14246647937613,4,100
"6619","mayonnaise",86,3.39756979542086,0,100
"6620","mayor",82.4742268041237,3.32405546925386,3,100
"6621","maze",91.8367346938776,2.73154467357398,2,100
"6622","McDonald's",90,3.13934439977117,0,100
"6623","me",80.6122448979592,2.59004443223275,2,100
"6624","meadow",88.7755102040816,2.86291134750942,2,100
"6625","meager",89.5833333333333,2.66393367072417,4,100
"6626","meal",96,2.25904470754001,0,100
"6627","mean",94,3.33351632655517,0,100
"6628","meander",92.4731182795699,2.16401323003324,7,100
"6629","meaning",85,3.40359142978626,0,100
"6630","meaningful",95.7446808510638,3.57343596597505,6,100
"6631","meaningless",79.7979797979798,3.54683784053955,1,100
"6632","meanness",78.494623655914,3.81043066505306,7,100
"6633","means",87.3684210526316,3.472167136873,5,100
"6634","measles",93.6842105263158,2.3424795288912,5,100
"6635","measure",93.9393939393939,3.23133882824023,1,100
"6636","measurement",81.4432989690722,3.28484569412563,3,100
"6637","measuring",82,3.23333901315558,0,100
"6638","meat",89.8989898989899,3.60104863715217,1,100
"6639","meatball",95.959595959596,2.6737805692828,1,100
"6640","meatballs",95,2.56209657884849,0,100
"6641","meatloaf",88,3.576344058175,0,100
"6642","meaty",90.9090909090909,3.59413209535899,1,100
"6643","mechanic",95.959595959596,2.94368485988879,1,100
"6644","mechanical",91.8367346938776,3.58292174852583,2,100
"6645","mechanics",86,3.53848380355549,0,100
"6646","mechanism",92.9292929292929,3.30490037241108,1,100
"6647","medal",97.979797979798,2.33822755652352,1,100
"6648","media",83,3.53679725738284,0,100
"6649","median",98.9690721649485,1.95543393738996,3,100
"6650","mediate",76.530612244898,3.94612258756129,2,100
"6651","medic",91,2.72192943416883,0,100
"6652","medical",100,3.25751185691165,0,100
"6653","medication",90.9090909090909,3.16857785678797,1,100
"6654","medicinal",89.7959183673469,3.59048970497212,2,100
"6655","medicine",93.9393939393939,3.15693905452053,1,100
"6656","medieval",92,3.02059799878247,0,100
"6657","mediocre",89.6907216494845,3.14648989278346,3,100
"6658","meditate",94,3.3677267090164,0,100
"6659","meditation",92.8571428571429,3.28448696412084,2,100
"6660","Mediterranean",88,2.72313228632129,0,100
"6661","medium",94.9494949494949,3.2521061156935,1,100
"6662","meek",92.8571428571429,2.74844398270008,16,100
"6663","meet",90.9090909090909,3.05822508599725,1,100
"6664","meeting",95.959595959596,3.57337778108895,1,100
"6665","mega",92.7835051546392,3.07689329892714,3,100
"6666","megaphone",89.5833333333333,2.47660764360756,4,100
"6667","meh",69.8924731182796,3.63780527051504,7,100
"6668","melancholy",94.8453608247423,1.93882487575008,3,100
"6669","melee",88.3720930232558,3.09645508271293,14,100
"6670","mellow",97.9381443298969,2.38431119626357,3,100
"6671","melodious",70.8333333333333,2.93045289431441,4,100
"6672","melody",98,1.74311275202007,0,100
"6673","melon",96.969696969697,2.84025117006756,1,100
"6674","melt",94.9494949494949,2.8092215033796,1,100
"6675","melted",89,2.96225047545606,0,100
"6676","melting",86,3.14311114882561,0,100
"6677","member",91,3.73811715884529,0,100
"6678","membership",94,2.68966104858252,0,100
"6679","membrane",90.9090909090909,3.33080869882637,1,100
"6680","meme",86.5853658536585,3.30068513760974,18,100
"6681","memo",96.9387755102041,2.4853124060408,2,100
"6682","memorable",79.7979797979798,3.67072815409334,1,100
"6683","memorial",87.8787878787879,3.47741006975206,1,100
"6684","memories",87.8787878787879,3.5730690591724,1,100
"6685","memorize",89,3.02916180082279,0,100
"6686","memory",89.8989898989899,3.5886659013277,1,100
"6687","men",91,2.5456858601907,0,100
"6688","menace",93.75,2.89115966253049,4,100
"6689","mend",93.8144329896907,2.41850064371027,3,100
"6690","menopause",85,3.23068228834958,0,100
"6691","menstrual",84.8484848484848,2.34211407515496,1,100
"6692","menstruation",98,2.07348252992611,0,100
"6693","mental",91.9191919191919,3.18490769045832,1,100
"6694","mental health",92,3.67304206394095,0,100
"6695","mental illness",75.7575757575758,3.79597740448174,1,100
"6696","mentality",93.8775510204082,3.45779630798309,2,100
"6697","mentally",75.7575757575758,3.61019172421924,1,100
"6698","menthol",85.5670103092783,3.03873811883769,3,100
"6699","mention",95.8762886597938,2.92263791030259,3,100
"6700","mentor",95.8762886597938,2.70259113938515,3,100
"6701","menu",96.9387755102041,2.12755424583981,2,100
"6702","meow",94.8979591836735,0.938674867552333,2,100
"6703","merchandise",93,3.59377554704675,0,100
"6704","merchant",89.6907216494845,3.39763245863244,3,100
"6705","mercury",91,2.81888292165291,0,100
"6706","mercy",88.7755102040816,3.96590367472069,2,100
"6707","merge",90.8163265306122,3.21815325599324,2,100
"6708","merit",95.8333333333333,3.42958434880214,4,100
"6709","mermaid",76,3.15658476156516,0,100
"6710","merry",94.9494949494949,1.20730081559281,1,100
"6711","mesh",90.4255319148936,3.49291523671445,6,100
"6712","mesmerize",79.7979797979798,3.21320511913865,1,100
"6713","mess",95.9183673469388,3.28049600006676,2,100
"6714","message",97,3.06696923973282,0,100
