src,tgt,wt
breaking,splitting,5
breaking,tearing,44
breaking,shattering,94
breaking,fracturing,4
breaking,ripping,15
breaking,snapping,55
breaking,crashing,20
breakup,divorce,78
breakup,heartbreak,11
breakup,separation,39
breakup,split,21
divorce,marriage,22
divorce,separation,60
divorce,split,35
divorce,legal,59
divorce,spouse,4
divorce,ex-wife,78
divorce,marital,74
heartbreak,grief,19
heartbreak,tragedy,15
separation,split,8
separation,distinct,20
separation,isolation,72
separation,distinction,40
separation,ex-wife,21
separation,withdrawal,4
split,cleave,100
split,cleft,100
split,share,4
split,sharing,4
split,cracked,80
split,tear,14
split,divider,15
split,partition,20
split,divorced,20
split,dizzy,4
split,hatch,15
split,quartered,55
split,rift,91
split,rip,20
split,wedge,4
bust,broken,99
bust,destroyed,71
bust,failed,20
bust,ruin,15
bust,cleavage,16
breastfeeding,lactation,30
breastfeeding,milk,39
breastfeeding,nursing,60
breastfeeding,feed,32
breastfeeding,mother,38
feeding,eating,61
feeding,nourish,26
feeding,nurture,2
feeding,nutrition,2
feeding,nourishing,54
feeding,supply,2
feeding,sustain,11
feeding,sustenance,34
feeding,providing,8
feeding,supplying,3
feeding,sustaining,10
milk,dairy,100
milk,white,40
milk,calcium,77
milk,coconut,40
milk,cream,60
milk,lactose,100
milk,mashed,4
milk,udder,85
nursing,care,76
nursing,hospital,80
nursing,caregiver,9
nursing,doctor,71
nursing,profession,20
nursing,patient,20
nurture,care,100
nurture,raise,4
nurture,grow,96
nurture,develop,56
nurture,parent,33
nurture,cultivate,24
nurture,nourish,77
nurture,maternal,56
nurture,parenting,5
breath,inhale,17
breath,lung,20
breath,respiration,4
breath,mint,24
breath,gasp,95
breath,hiccup,92
breath,nasal,4
breath,puff,96
breath,sneezing,20
inhale,intake,60
inhale,respire,78
inhale,lung,41
inhale,inspire,15
inhale,respiration,55
inhale,gasp,21
inhale,nostril,85
inhale,sniff,55
inhale,suck,55
respiration,lung,35
breathless,exhausted,96
breathless,gasping,4
breathless,panting,99
breathless,winded,45
exhausted,drained,99
exhausted,fatigued,25
exhausted,weary,100
exhausted,spent,75
exhausted,fatigue,5
exhausted,tiredness,57
exhausted,overwhelmed,21
exhausted,overworked,75
breed,offspring,94
breed,reproduce,29
breed,specie,85
breed,raise,15
breed,parent,55
breed,bulldog,9
breed,canine,16
breed,dalmatian,10
breed,procreate,85
breed,reproduction,4
breed,spawn,15
breed,stallion,44
offspring,descendant,21
offspring,parent,24
offspring,progeny,2
offspring,breeding,10
offspring,son,31
offspring,generation,91
offspring,grandchild,61
offspring,reproduction,77
reproduce,duplicate,79
reproduce,generate,20
reproduce,multiply,17
reproduce,mimic,55
reproduce,imitate,24
reproduce,create,19
reproduce,procreate,100
reproduce,breeding,100
reproduce,print,71
reproduce,photocopy,12
reproduce,printing,5
reproduce,spawn,100
reproduce,sperm,35
specie,type,100
specie,variety,75
specie,breeding,40
specie,darwin,55
specie,endangered,5
specie,extinction,4
specie,finch,55
specie,genus,21
specie,invasive,20
breeding,mate,4
breeding,population,20
breeding,stud,4
door,hinge,100
door,open,81
door,exit,20
door,house,60
door,handle,4
door,room,12
door,hallway,24
door,closed,90
door,closing,29
door,closure,55
door,creak,72
door,opening,70
door,garage,20
door,gate,80
door,gateway,20
door,key,14
door,unlock,3
door,knob,81
door,knock,100
door,latch,85
door,locked,45
door,shut,95
door,slam,96
hallway,entryway,15
hallway,walkway,5
breezy,windy,15
breezy,gentle,26
breezy,carefree,55
breezy,mild,15
windy,gust,77
brevity,concise,100
brevity,succinct,9
brevity,terse,29
brevity,haiku,4
concise,brief,100
concise,compact,21
concise,succinct,100
concise,terse,100
concise,shorter,63
brew,coffee,100
brew,tea,44
brew,concoction,100
brew,lager,8
brew,percolator,96
brew,potion,40
brew,teapot,55
coffee,caffeine,100
coffee,cup,2
coffee,tea,60
coffee,cream,15
coffee,sugar,15
coffee,brown sugar,4
coffee,ground,38
coffee,cafe,99
coffee,mug,5
coffee,diner,4
coffee,espresso,100
coffee,grinder,75
coffee,grinding,20
coffee,iced,55
coffee,java,5
coffee,kettle,72
coffee,latte,100
coffee,percolator,96
coffee,perk,8
coffee,seattle,100
coffee,sip,56
coffee,tea party,15
coffee,teaspoon,4
bribe,corrupt,16
bribe,corruption,59
bribe,payoff,79
bribe,graft,4
bribe,illegal,71
bribe,fraud,4
bribe,kickback,4
bribe,payola,79
corrupt,bribery,29
corrupt,dishonest,85
corrupt,unethical,100
corrupt,immoral,91
corrupt,illegal,15
corrupt,dishonesty,55
corrupt,vile,5
corrupt,spoil,11
corrupt,vice,60
corrupt,perverse,98
corrupt,pervert,5
corrupt,perverted,2
corrupt,taint,4
corruption,bribery,99
corruption,fraud,64
corruption,dishonest,36
corruption,unethical,45
corruption,misconduct,55
corruption,graft,81
corruption,payola,96
corruption,vice,15
corruption,scandal,4
bribery,dishonest,4
bribery,illegal,30
bribery,graft,20
bribery,payola,21
clay,mud,100
clay,pottery,100
clay,ceramic,50
clay,earthy,20
clay,potter,40
bridal,marriage,4
bridal,wedding,96
bridal,white,4
bridal,gown,40
bridal,veil,60
marriage,husband,44
marriage,spouse,64
marriage,wedding,19
marriage,wife,80
marriage,bride,16
marriage,divorced,55
marriage,elope,9
marriage,honeymoon,44
marriage,matrimony,80
wedding,bride,100
wedding,groom,85
wedding,suit,27
wedding,marry,99
wedding,honeymoon,55
wedding,marital,41
wedding,married,25
wedding,matrimony,100
bride,groom,39
bride,gown,55
bride,veil,84
groom,prepare,44
groom,tidy,43
span,length,35
span,measure,84
span,duration,4
span,period,55
brie,cheese,100
brie,creamy,4
brie,dairy,36
brie,france,22
brie,camembert,55
brie,cheesy,4
cheese,cheddar,100
cheese,dairy,100
cheese,gouda,75
cheese,swiss,100
cheese,pizza,80
cheese,wedge,55
cheese,burger,38
cheese,cheeseburger,5
cheese,chuck,4
cheese,mouse,65
cheese,cream cheese,85
cheese,dutch,4
cheese,omelet,2
cheese,fondue,100
cheese,france,20
cheese,goat,31
cheese,grater,79
cheese,grilled,39
cheese,hamburger,13
cheese,lasagna,98
cheese,macaroni,70
cheese,mozzarella,100
cheese,nacho,100
cheese,parmesan,100
cheese,pepperoni,4
cheese,rat,3
cheese,squeak,2
brief,memo,30
brief,glimpse,2
brief,minute,30
brief,terse,100
brief,underpants,60
briefcase,case,4
briefcase,office,21
briefcase,professional,4
briefcase,businessman,5
case,lawsuit,8
case,example,59
case,instance,100
case,portfolio,84
brigade,firefighter,35
brigade,unit,4
brigade,team,20
bright,luminous,75
bright,glow,20
bright,clear,25
bright,shining,4
bright,vivid,100
bright,radiant,100
bright,illuminate,20
bright,shine,60
bright,bulb,19
bright,cheery,99
bright,comet,15
bright,dim,15
bright,dawn,15
bright,sunrise,15
bright,daylight,20
bright,sun,25
bright,sunshine,61
bright,sunlight,40
bright,dazzle,5
bright,flare,19
bright,flash,94
bright,flashy,19
bright,gaudy,9
bright,fluorescent,100
bright,full moon,4
bright,glare,79
bright,gleaming,80
bright,sparkling,21
bright,sparkly,2
bright,glowing,45
bright,sunglass,55
bright,illuminated,75
bright,lit,64
bright,neon,40
bright,scarlet,15
bright,squint,23
bright,stellar,75
bright,sunny,85
illumination,brightness,80
illumination,radiance,79
illumination,revelation,15
illumination,luminosity,4
illumination,glow,25
illumination,clarity,15
illumination,brilliance,4
illumination,bulb,86
illumination,wick,4
illumination,daylight,80
illumination,light bulb,71
illumination,lamp,56
illumination,lit,75
illumination,lantern,5
illumination,lighting,40
illumination,neon,20
illumination,torch,16
luminous,brightness,9
luminous,shine,21
luminous,transparent,15
luminous,glow,75
luminous,radiant,94
luminous,sparkling,59
luminous,sparkly,20
luminous,glowing,100
luminous,light up,4
luminous,illuminated,25
luminous,shining,60
luminous,translucent,19
brighten,illuminate,79
brighten,lighten,24
brighten,shine,25
brighten,cheer up,55
brighten,glow,19
illuminate,enlighten,71
illuminate,light up,96
illuminate,shine,59
illuminate,glow,4
illuminate,reveal,4
illuminate,bulb,2
illuminate,elucidate,15
illuminate,lantern,20
lighten,ease,100
lighten,reduce,100
lighten,alleviate,21
lighten,burden,55
lighten,simplify,4
brightness,radiance,21
brightness,glow,76
brightness,shine,56
brightness,luminosity,35
brightness,radiant,8
brightness,daylight,20
brightness,daytime,95
brightness,sunlight,55
brightness,glare,20
brightness,light up,15
brightness,lighting,19
brightness,torch,4
radiance,brilliance,94
radiance,sunlight,4
radiance,glisten,4
radiance,glistening,55
radiance,light up,4
radiance,luster,25
radiance,ray,31
brilliance,excellence,4
brilliance,luminance,35
brilliance,shine,59
brilliance,splendor,16
brilliance,dazzling,4
brilliance,dazzle,55
brilliance,gleam,4
excellence,superiority,74
excellence,mastery,20
excellence,merit,55
excellence,preeminence,15
excellence,success,5
excellence,distinction,15
excellence,perfect,15
excellence,greatness,59
genius,gifted,60
genius,prodigy,9
genius,talented,71
genius,iq,20
genius,brilliant,95
genius,edison,15
genius,hawking,76
genius,whiz,5
shine,glow,80
shine,gleam,56
shine,gloss,4
shine,radiant,20
shine,glimmer,71
shine,polish,59
shine,sparkle,44
shine,buff,71
shine,sun,76
shine,dazzle,95
shine,diamond,26
shine,glare,20
shine,glaze,5
shine,polished,35
shine,glisten,36
shine,glistening,55
shine,glitter,17
shine,sheen,75
shine,light up,5
shine,luster,100
shine,moonshine,55
splendor,glory,4
splendor,grandeur,5
splendor,majesty,2
brilliant,outstanding,55
brilliant,exceptional,63
brilliant,sparkling,59
brilliant,glittery,4
brim,rim,100
brim,top,16
brim,lip,4
brim,fedora,3
top,highest,29
top,spin,3
top,spinning,42
top,cap,2
top,lid,20
top,sweater,15
top,counter,20
top,ceiling,20
top,surface,100
top,crest,5
top,supreme,16
top,sweatshirt,17
top,maximum,20
top,overhead,71
top,pinnacle,17
top,priority,35
top,upper,75
top,upside,55
brimstone,sulfur,100
brimstone,hell,79
brimstone,hellfire,20
brimstone,demon,20
sulfur,match,79
sulfur,volcano,84
sulfur,ignite,20
sulfur,compound,15
brine,salt,62
brine,saltwater,20
brine,salty,18
brine,pickle,37
brine,sea,21
salt,mineral,94
salt,pepper,5
salt,seasoning,85
salt,shaker,16
salt,flavor,55
salt,french fries,4
salt,popcorn,15
salt,pretzel,27
salt,sodium,75
salty,flavor,39
salty,sea,5
salty,seasoning,71
salty,savory,75
salty,jerky,4
salty,peanut,49
salty,pistachio,5
salty,pretzel,73
bring,deliver,80
bring,fetch,20
bring,take,74
bring,provide,20
brisk,energetic,45
brisk,quick,59
energetic,vigorous,76
energetic,dynamic,85
energetic,spirited,96
energetic,young,9
energetic,vibrant,99
energetic,dashing,20
energetic,effervescent,5
energetic,excitable,25
energetic,exciting,19
energetic,healthy,4
energetic,frisk,20
energetic,playful,20
energetic,frisky,100
energetic,hustle,21
energetic,jive,15
energetic,pep,20
energetic,peppy,100
energetic,perky,99
energetic,physically,20
energetic,sporty,95
energetic,spunky,100
energetic,vivacious,99
energetic,youngster,4
energetic,youthful,29
energetic,zesty,4
quick,fast,85
quick,rapid,84
quick,hurry,60
quick,prompt,20
quick,speedy,80
quick,hasty,55
quick,fast food,24
quick,convenient,4
quick,snap,67
quick,dash,36
quick,dashing,8
quick,flighty,4
quick,faster,19
quick,flash,90
quick,lightning,20
quick,flick,20
quick,hurried,79
quick,glance,55
quick,rushed,74
quick,wit,20
quick,instant,75
quick,lightening,20
quick,rapidly,20
quick,snappy,95
quick,sooner,15
quick,whoosh,20
quick,whiz,20
bristle,brush,3
bristle,stiff,97
bristle,prickly,20
bristle,toothbrush,55
brush,makeup,14
brush,sweep,71
brush,canvas,29
brush,tooth,5
brush,scrub,46
brush,comb,100
brush,duster,79
brush,stroke,30
brush,paintbrush,75
brush,toothbrush,19
stiff,rigid,100
stiff,formal,44
stiff,inflexible,92
stiff,posture,4
stiff,stale,4
britain,england,59
britain,island,6
britain,uk,17
britain,english,39
britain,london,5
britain,monarchy,90
britain,queen,4
britain,tea,56
britain,isle,70
england,london,100
england,uk,99
england,monarchy,56
england,queen,20
england,tea,84
england,british,2
england,great britain,76
england,isle,55
england,united kingdom,79
island,hawaii,79
island,landmass,3
island,peninsula,60
island,remote,87
island,tropical,99
island,fiji,3
island,pacific,29
island,archipelago,4
island,secluded,18
island,indonesia,20
island,bahamas,3
island,territory,3
island,caribbean,100
island,cayman,100
island,cuba,76
island,deserted,20
island,lagoon,55
island,manhattan,4
island,new zealand,81
island,rhode island,55
island,stranded,55
island,united kingdom,21
uk,london,100
uk,monarchy,29
uk,queen,70
uk,british,15
uk,english,41
uk,great britain,23
uk,isle,55
encyclopedia,knowledge,100
british,english,43
british,colonial,4
british,tea,21
british,monarchy,71
english,shakespeare,4
brittle,delicate,83
brittle,shatter,16
brittle,crumbly,95
brittle,toffee,15
sibling,brother,100
sibling,sister,82
sibling,kin,18
sibling,brown sugar,20
sibling,twin,98
sibling,cousin,80
sibling,nephew,16
sibling,younger,75
broad,wide,100
broad,expansive,99
broad,general,98
broad,comprehensive,39
broad,extensive,25
broad,vast,36
wide,expansive,99
wide,spacious,75
wide,open,55
wide,extensive,80
wide,panorama,71
broadcast,transmit,96
broadcast,television,99
broadcast,tv,56
broadcast,telecast,4
broadcast,news,56
broadcast,distribute,4
broadcast,channel,76
broadcast,megaphone,60
broadcast,transmission,21
transmit,send,100
transmit,communicate,75
transmit,convey,96
transmit,share,4
transmit,infectious,20
transmit,upload,2
transmit,infect,55
transmit,relay,60
transmit,sending,33
broadway,show,21
broadway,musical,80
broadway,new york,30
broadway,manhattan,57
show,display,100
show,exhibit,100
show,tell,4
show,performance,100
show,demonstrate,100
show,television,55
show,tv,76
show,concert,76
show,reveal,61
show,presentation,5
show,demonstration,77
show,expression,4
show,encore,4
show,episode,29
show,exposure,16
show,represent,4
show,finale,15
show,led,2
show,illustrate,4
show,indicate,100
show,jeopardy,55
show,pageant,6
show,portray,60
show,reappear,75
show,series,4
show,sitcom,75
show,spectacle,39
broccoli,floret,2
broccoli,healthy,23
broccoli,cauliflower,100
broccoli,veggie,10
broil,sear,82
broke,destitute,77
broke,impoverished,20
broke,penniless,100
broken,shattered,100
broken,cracked,78
broken,ruined,22
broken,destroyed,20
broken,crushed,94
broken,faulty,41
broken,fixing,20
broken,malfunction,24
broken,shard,44
broken,wreck,16
broken,smashed,85
broken,splint,56
broken,stub,55
broken,undone,5
broken,wrecked,96
shattered,cracked,15
shattered,smashed,84
broker,dealer,76
broker,trader,81
broker,negotiate,18
broker,real estate,4
broker,realtor,40
broker,wall street,4
bronco,horse,100
bronco,mustang,25
bronco,rodeo,21
bronco,saddle,55
bronco,cowboy,16
horse,cowboy,23
horse,gallop,100
horse,ranch,42
horse,saddle,100
horse,stable,54
horse,mane,41
horse,carriage,40
horse,wagon,6
horse,knight,48
horse,colt,15
horse,rodeo,77
horse,cowgirl,100
horse,rider,98
horse,derby,26
horse,foal,100
horse,hoof,96
horse,jockey,100
horse,jogger,55
horse,mare,100
horse,mule,60
horse,mustang,100
horse,paddock,91
horse,polo,96
horse,pony,100
horse,ponytail,29
horse,rid,55
horse,riding,98
horse,seahorse,35
horse,stallion,100
horse,steed,100
horse,stud,79
horse,trot,96
bronze,statue,100
bronze,medal,21
bronze,copper,71
creek,stream,100
stream,flow,100
stream,current,79
stream,waterfall,95
stream,flowing,100
stream,gully,63
stream,spout,4
stream,trout,100
broom,cleaning,4
broom,sweep,100
broom,tidy,4
broom,dustpan,61
broom,sweeping,56
broom,witch,29
cleaning,maid,4
cleaning,mop,36
cleaning,tidy,60
cleaning,wipe,4
cleaning,scrub,16
cleaning,disinfect,20
cleaning,dentist,15
cleaning,household,56
cleaning,doormat,4
cleaning,duster,55
cleaning,rubbing,9
cleaning,hoover,16
cleaning,housewife,76
cleaning,housework,8
cleaning,paper towel,5
cleaning,spongy,15
cleaning,toothpaste,21
sweep,tidy,16
sweep,mop,35
sweep,duster,4
sweep,dustpan,100
pal,buddy,100
pal,comrade,4
pal,matey,24
brothel,prostitute,76
brothel,prostitution,24
brothel,heroin,20
brothel,vice,4
brothel,district,15
brothel,illicit,59
brothel,red-light district,2
brothel,illegal,4
prostitute,client,25
prostitute,pimp,100
prostitute,ho,16
prostitute,hooker,100
prostitute,slut,21
prostitute,whore,100
prostitution,illegal,2
prostitution,exploitation,79
prostitution,vice,70
prostitution,legality,20
brother,sister,37
brother,kin,4
sister,relation,2
sister,nun,2
brotherhood,camaraderie,39
brotherhood,comrade,4
brotherhood,kinship,16
brotherhood,fraternity,99
camaraderie,fellowship,76
camaraderie,companionship,15
sisterhood,sorority,75
brought,carried,24
brought,taken,20
brought,deliver,2
brought,fetch,74
brought,obtained,24
brought,take,4
carried,moved,6
carried,transported,85
carried,conveyed,79
carried,held,80
brow,eyebrow,100
brow,forehead,96
brow,expression,4
brow,extreme,20
brow,eyelash,13
eyebrow,grooming,3
eyebrow,pluck,24
eyebrow,tweezer,4
forehead,scalp,4
forehead,frontal,21
forehead,headband,24
brown sugar,molasses,16
brown sugar,sugar,81
brown sugar,candy,4
brown sugar,caramel,56
molasses,syrup,100
molasses,sticky,94
molasses,thick,4
molasses,sugar cane,79
sugar,candy,52
sugar,glucose,100
sugar,granulated,70
sugar,maple,56
sugar,candy bar,5
sugar,cane,2
sugar,carbohydrate,84
sugar,diabetes,80
sugar,donut,4
sugar,lactose,24
sugar,sprinkle,41
sugar,sweetness,91
sugar,swell,4
sugar,teaspoon,5
brownie,treat,20
brownie,fudge,77
browse,internet,100
browse,search,100
internet,online,100
internet,digital,16
internet,network,95
internet,web,95
internet,technology,4
internet,browser,100
internet,chrome,5
internet,cable,70
internet,site,79
internet,net,2
internet,medium,51
internet,domain,76
internet,download,45
internet,upload,4
internet,e-mail,15
internet,email,2
internet,portal,19
internet,google,36
internet,search engine,75
internet,meme,100
internet,viral,78
internet,networking,41
internet,ping,95
internet,wireless,22
internet,troll,99
internet,yahoo,61
search,find,41
search,google,55
search,hunt,37
search,web,55
search,discover,5
search,browser,25
search,digging,20
search,retrieve,55
search,locate,15
search,seek,100
search,finding,94
search,frisk,5
search,grope,21
search,hunting,4
search,scavenger,16
search,look for,85
search,look up,16
search,looking,24
search,probe,4
search,quest,55
search,scan,80
search,scour,36
search,seeking,59
search,yahoo,75
browser,chrome,79
browser,engine,20
browser,search engine,15
browser,tab,24
chrome,google,6
chrome,metallic,15
bruise,purple,70
bruise,mark,29
bruise,bump,42
brunch,weekend,99
brunch,sunday,21
brunette,dark-haired,20
brunette,style,4
makeup,cosmetic,100
makeup,lipstick,100
makeup,grooming,15
makeup,powder,25
makeup,clown,59
makeup,dab,8
makeup,dressing,20
makeup,eyelash,57
makeup,mascara,100
makeup,eyeliner,95
makeup,eyeshadow,100
makeup,facial,35
makeup,stylist,8
makeup,lip,42
makeup,rouge,100
brutal,merciless,5
brutal,vicious,21
force,strength,92
force,coercion,22
force,pressure,100
force,coerce,100
force,brutality,5
force,brute,71
force,strong,4
force,compel,100
force,might,95
force,lever,13
force,dictate,55
force,drag,95
force,impose,100
force,friction,45
force,gravity,100
force,intensity,55
force,kinetic,84
force,magnet,76
force,push,100
force,shove,96
force,slam,35
force,thrust,44
force,torque,100
brutality,cruelty,100
brutality,savagery,55
cruelty,heartless,26
cruelty,inhumane,75
cruelty,inhumanity,19
cruelty,callous,55
cruelty,callousness,19
cruelty,unkind,5
cruelty,malice,70
cruelty,slavery,5
cruelty,oppression,20
cruelty,torture,56
cruelty,meanness,45
cruelty,slave,3
brute,ruffian,75
brute,strong,19
brute,thug,20
brute,uncivilized,5
brute,caveman,4
brute,bully,21
brutish,uncivilized,41
brutish,crude,35
brutish,strong,55
brutish,boorish,15
uncivilized,primitive,79
uncivilized,crude,21
sphere,globe,100
sphere,planet,4
sphere,orb,100
sphere,circular,16
sphere,glob,71
sphere,realm,55
sphere,rounded,55
packaging,product,59
packaging,wrapping,21
packaging,shipping,4
packaging,wrapping paper,15
plastic,material,100
plastic,credit card,35
plastic,nylon,3
plastic,pollution,20
pop,genre,5
pop,soda,92
pop,burst,76
pop,fizz,80
pop,crackle,61
pop,madonna,96
pop,michael jackson,81
pop,pinch,15
pop,soft drink,4
pop,wham,4
candy,confection,10
candy,lollipop,100
candy,taffy,10
candy,treat,55
candy,gummy,45
candy,mint,85
candy,wrapper,3
candy,peppermint,100
candy,caramel,100
candy,gum,35
candy,chewing gum,4
candy,chocolate bar,100
candy,fruity,4
candy,licorice,100
candy,minty,18
candy,praline,100
candy,spearmint,21
candy,sugary,83
candy,sweetness,75
candy,swell,4
candy,toffee,100
chewing,gum,50
chewing,jaw,95
chewing,hard,4
chewing,grind,4
chewing,soft,4
chewing,saliva,59
chewing,eating,15
bubbling,fizz,59
bubbling,foam,16
bubbling,froth,21
bubbling,frothing,4
bubbling,liquid,25
bubbling,cauldron,15
bubbling,effervescent,4
bubbling,popping,15
bubbly,champagne,100
bubbly,fizzy,79
bubbly,soda,28
bubbly,fizz,22
bubbly,cheerful,15
bubbly,effervescent,100
bubbly,foamy,35
bubbly,perky,7
champagne,toast,5
champagne,wine,15
fizzy,carbonated,85
fizzy,soda,79
fizzy,effervescent,94
fizzy,soft drink,2
soda,carbonated,10
soda,fizz,100
soda,can,55
soda,carbonation,100
soda,coca cola,98
soda,coke,99
soda,cola,26
soda,tonic,30
soda,pepsi,99
soda,saltine,79
soda,sprite,15
bubonic,plague,100
bubonic,epidemic,5
bubonic,infection,4
bubonic,medieval,16
bubonic,pandemic,55
bubonic,rat,20
plague,epidemic,85
plague,pandemic,15
plague,contagion,4
plague,outbreak,20
plague,sickness,4
plague,infection,15
plague,infestation,76
plague,rat,32
buck,dollar,72
buck,hunt,24
buck,cash,15
dollar,greenback,15
dollar,cash,46
dollar,quarter,21
bucket,pail,100
bucket,mop,80
clasp,grip,100
clasp,snap,30
clasp,holder,55
clasp,latch,4
bud,sprout,96
bud,cannabis,4
bud,grow,26
bud,rosebud,44
sprout,grow,100
sprout,develop,24
sprout,seed,15
sprout,seedling,4
buddha,meditation,99
buddha,philosophy,20
buddha,religion,55
buddha,nirvana,20
buddha,temple,4
meditation,calm,41
meditation,contemplation,59
meditation,peace,55
meditation,ponder,15
meditation,yoga,56
meditation,introspection,4
meditation,tranquility,56
meditation,reflect,15
meditation,calmness,4
meditation,buddhism,100
meditation,buddhist,99
meditation,monk,90
meditation,trance,71
meditation,hermit,55
meditation,spirituality,21
meditation,yogi,96
meditation,zen,100
statue,icon,4
statue,figure,25
statue,idol,56
statue,marble,20
statue,pedestal,100
buddhism,temple,84
buddhism,nirvana,76
buddhism,religion,55
buddhism,philosophy,4
buddhism,thailand,4
buddhism,zen,100
temple,sanctuary,15
temple,shrine,100
temple,religion,6
temple,buddhist,83
temple,monk,5
temple,goddess,20
temple,mormon,55
temple,synagogue,85
buddhist,monk,21
buddhist,philosophy,5
buddhist,nirvana,15
monk,religion,89
monk,prayer,2
monk,discipline,7
monk,spiritual,7
monk,vow,62
monk,friar,100
monk,hermit,61
buddy,matey,39
budge,push,29
budge,shift,99
budge,nudge,15
budgie,parakeet,78
budgie,cage,26
parakeet,cage,35
parakeet,chirp,9
buff,polish,72
buff,strong,24
buff,stronger,55
polish,finish,4
polish,gloss,77
polish,smooth,21
polish,varnish,79
polish,refinish,4
polish,rub,40
polish,glaze,20
polish,sheen,8
polish,lacquer,21
polish,luster,20
polish,nail polish,4
strong,robust,100
strong,sturdy,55
strong,mighty,95
strong,bull,70
strong,masculine,76
strong,tough,100
strong,solid,90
strong,might,55
strong,firm,99
strong,forceful,21
strong,dominant,59
strong,duct tape,40
strong,durable,79
strong,emphatic,41
strong,healthy,25
strong,hearty,15
strong,hefty,95
strong,hulk,99
strong,hunk,4
strong,resistant,55
strong,macho,75
strong,manly,99
strong,musky,4
strong,opinionated,55
strong,potent,100
strong,steel,100
strong,stud,71
strong,toughness,55
strong,virile,99
strong,wiry,2
buffet,serve,96
bug,error,7
bug,pest,78
bug,crawl,52
bug,swarm,3
bug,centipede,57
bug,critter,20
bug,earwax,55
bug,earwig,99
bug,firefly,75
bug,flea,20
bug,parasite,70
bug,glitch,20
bug,grub,55
bug,horsefly,20
bug,ladybug,16
bug,louse,51
bug,mite,15
bug,roach,20
bug,swatter,55
bug,termite,18
error,mistake,100
error,blunder,100
error,trial,4
error,miss,34
error,fallacy,45
error,fumble,41
error,glitch,100
error,malfunction,21
error,goof,19
error,wrong,98
error,lapse,8
error,misguided,15
pest,vermin,100
pest,exterminate,16
pest,cockroach,100
pest,critter,24
pest,earwig,37
pest,flea,16
pest,worm,6
pest,wasp,24
pest,horsefly,99
pest,housefly,60
pest,infestation,96
pest,irritant,4
pest,louse,54
pest,maggot,5
pest,mosquito,2
pest,mite,79
pest,rat,86
pest,roach,100
pest,swatter,20
pest,termite,3
pest,tick,29
bugger,curse,59
bugger,offensive,92
bugger,unpleasant,23
bugger,swear,5
curse,hex,100
curse,swear,100
curse,spell,44
curse,cuss,76
curse,damnation,71
curse,darn,36
curse,fuck,5
curse,motherfucker,4
offensive,insulting,15
offensive,hurtful,79
offensive,disrespect,4
offensive,crass,80
offensive,cunt,100
offensive,derogatory,77
offensive,disgusting,20
offensive,repulsive,4
offensive,revolting,4
offensive,disrespectful,20
offensive,distasteful,99
offensive,douche,40
offensive,faggot,40
offensive,fuck,76
offensive,fucking,76
offensive,nasty,4
offensive,obscene,5
offensive,motherfucker,96
offensive,obnoxious,19
offensive,prick,4
offensive,repugnant,41
offensive,snide,15
offensive,twat,100
offensive,wanker,55
unpleasant,disagreeable,80
unpleasant,distasteful,96
unpleasant,inconvenient,20
unpleasant,distressing,55
unpleasant,frustrating,20
unpleasant,disappointing,55
unpleasant,crummy,76
unpleasant,distress,4
unpleasant,vile,4
unpleasant,repulsive,4
unpleasant,douche,21
unpleasant,ew,16
unpleasant,odor,27
unpleasant,smelly,62
unpleasant,grimace,4
unpleasant,slimy,20
unpleasant,gross,95
unpleasant,unattractive,55
unpleasant,horrid,56
unpleasant,nasty,100
unpleasant,yucky,80
unpleasant,icky,99
unpleasant,scratchy,55
unpleasant,lousy,41
unpleasant,obnoxious,6
unpleasant,prick,4
unpleasant,rancid,74
unpleasant,shit,59
unpleasant,shitty,15
unpleasant,stench,6
unpleasant,stinky,76
unpleasant,stink,8
unpleasant,suck,9
unpleasant,unappealing,84
buggy,carriage,58
buggy,cart,18
buggy,defective,3
buggy,stroller,68
buggy,glitch,5
buggy,problem,2
buggy,transportation,4
buggy,wagon,4
buggy,unsteady,2
buggy,unstable,8
buggy,wheelchair,2
carriage,coach,56
carriage,horse-drawn,5
carriage,wagon,99
carriage,transportation,79
carriage,stroller,9
carriage,pram,80
cart,wagon,100
cart,push,4
cart,shopping,40
cart,trolley,80
cart,go-cart,4
cart,grocery,41
cart,wheelbarrow,81
defective,faulty,100
defective,flawed,45
defective,imperfect,65
defective,malfunction,20
defective,invalid,4
stroller,baby carriage,4
stroller,parent,16
stroller,pram,100
stroller,walk,76
stroller,push,20
stroller,walker,20
unreliable,dishonest,4
unreliable,doubtful,19
unreliable,inconsistent,96
unreliable,undependable,81
unreliable,questionable,4
unreliable,untrustworthy,100
unreliable,flaky,79
unreliable,irresponsible,4
unreliable,fickle,20
unreliable,unstable,15
unreliable,sketchy,20
bugle,trumpet,65
bugle,call,20
create,invent,80
create,make,100
create,generate,55
create,produce,100
create,develop,41
create,built,27
create,made,19
create,woodwork,59
create,woodworking,4
create,compile,4
create,compose,99
create,composition,21
create,conceive,80
create,imagine,20
create,making,5
create,invention,20
create,establish,100
create,fabricate,100
create,production,29
create,formation,56
create,product,8
create,manufacture,30
create,muse,15
create,loom,55
create,originate,83
create,paintbrush,76
create,put together,15
create,set up,22
create,studio,26
create,wreak,75
erect,upright,71
erect,rigid,6
erect,vertical,91
erect,raise,20
erect,standing,71
carpenter,woodworker,75
